EntityType,EntityUniqueAttributeValue,BusinessAttributeName,BusinessAttributeValue,EntityUniqueAttributeName[optional]
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00270,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00081,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00081,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00825,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00825,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00373,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00373,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00864,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00864,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00617,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00617,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00603,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00603,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00782,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00782,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00447,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00447,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00050,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00050,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00052,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00052,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00587,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00587,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00089,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00089,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00229,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00229,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00390,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00390,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00388,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00388,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00973,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00973,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00646,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00646,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00879,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00879,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00872,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00872,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00742,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00742,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00711,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00711,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00543,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00543,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00844,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00844,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00289,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00289,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00712,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00712,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00085,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00085,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00507,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00507,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00161,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00161,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00640,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00640,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00269,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00269,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00995,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00995,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00764,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00764,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00109,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00109,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00088,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00088,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00713,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00713,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00938,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00938,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00453,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00453,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00804,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00804,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00877,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00877,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00579,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00579,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00111,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00111,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00992,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00992,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00342,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00342,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00620,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00620,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00623,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00623,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00923,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00923,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00165,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00165,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00449,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00449,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00658,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00658,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00032,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00032,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00268,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00268,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00071,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00071,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00527,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00527,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00610,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00610,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00940,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00940,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00180,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00180,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00898,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00898,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00545,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00545,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00341,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00341,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00320,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00320,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00770,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00770,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00824,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00824,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00153,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00153,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00743,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00743,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00698,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00698,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00961,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00961,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00892,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00892,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00103,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00103,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00615,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00615,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00492,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00492,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00867,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00867,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00031,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00031,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00914,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00914,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00822,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00822,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00899,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00899,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00222,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00222,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00868,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00868,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00276,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00276,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00157,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00157,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00934,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00934,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00672,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00672,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00404,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00404,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00181,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00181,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00375,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00375,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00714,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00714,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00104,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00104,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00584,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00584,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00339,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00339,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00295,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00295,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00950,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00950,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00644,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00644,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00144,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00144,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00998,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00998,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00132,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00132,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00667,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00667,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00476,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00476,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00212,Data Residency.Cloud Region,uksouth,qualifiedName
